,restaurante,puntuacion
3956,Lok Kei Noodles,"4,0"
3957,Megan's Kitchen,"4,1"
3958,Glorious Cuisine,"3,7"
3959,Trusty Congee King (Wan Chai),"3,9"
3960,Lou Kei,"4,1"
3961,Ancient Moon,"4,0"
3962,Hao Tang Hao Mian (Tai Wai),"4,3"
3963,Fung Shing (North Point),"3,8"
3964,Putien (Causeway Bay),"3,9"
3965,Samsen (Sheung Wan),"4,4"
3966,Eight Treasures,"4,3"
3967,Mak Man Kee,"4,1"
3968,Lucky Indonesia,"4,1"
3969,Kwan Kee Clay Pot Rice (Queen's Road West),"3,9"
3970,Eton,"3,8"
3971,Yuan is Here (Western District),"4,3"
3972,Bistro de Olliemölle,"4,5"
3973,Blauw,"4,5"
3974,Mijn Streek,"4,5"
3975,Escobar,"4,5"
3976,Domenica,"4,1"
3977,Harry's,"4,6"
3978,Zilt & Zoet,"4,5"
3979,Hofstede de Blaak,"4,5"
3980,Umami by Han,"4,4"
3981,De Voorburcht,"4,8"
3982,Nova,"4,5"
3983,L'Auberge de Neercanne,"4,6"
3984,Herberg Stadt Stevenswaert,"4,6"
3985,Kasteel Elsloo,"4,2"
3986,De Grote Frederik Bistro,"4,7"
3987,Bouwkunde,"4,6"
3988,Umami by Han,"4,3"
3989,De Beleving,"4,6"
3990,Chef aan de Werf,"4,6"
3991,Groenewoud,"4,4"
3992,Moustique,"4,7"
3993,Bovenmeester,"4,3"
3994,Gastrobar Ster,"4,5"
3995,Boompjes,"4,5"
3996,Tabkeaw,"4,3"
3997,Spandershoeve,"4,4"
3998,Promessa,"4,6"
3999,Red Orchids,"4,5"
4000,Bij Mette,"4,7"
4001,Landgoed de Holtweijde,"4,5"
4002,De Watergeus,"4,7"
4003,De Witte Gans,"4,6"
4004,Umami by Han,"4,2"
4005,Umami by Han,"4,5"
4006,De Beejekurf,"4,7"
4007,Asian Glories,"4,4"
4008,Hof van Herstal,"4,6"
4009,Tante Kee,"4,5"
4010,Publique,"4,5"
4011,De Basiliek,"4,5"
4012,Sukade,"4,7"
4013,Tapisco,"4,3"
4014,Vineum,"4,6"
4015,Le Vieux Jean,"4,8"
4016,La Fleurie,"4,6"
4017,De Lindeboom New Style,"4,7"
4018,Pouwe,"4,5"
4019,DiVino,"4,6"
4020,Héron,"4,7"
4021,Hoog Holten,"4,5"
4022,Raedthuys,"4,6"
4023,Scheepskameel,"4,6"
4024,Bistro Nijeholt,"4,4"
4025,A-Fusion,"4,5"
4026,LEV Foodbar,"4,6"
4027,Serre,"4,5"
4028,Uit de Kunst,"4,4"
4029,Basaal,"4,6"
4030,De Aubergerie,"4,6"
4031,HAVN,"4,7"
4032,De Schans by Mike & Wes,"4,8"
4033,Bergpaviljoen,"4,4"
4034,Fa. Pekelhaaring,"4,3"
4035,Lazuur,"4,6"
4036,Bij Erik,"4,4"
4037,Marie,"4,4"
4038,Café Caron,"4,6"
4039,Le Nord,"4,5"
4040,Rijsel,"4,6"
4041,Alma Bodega,"4,8"
4042,Bistro TWO,"4,5"
4043,Witlof,"4,7"
4044,Brasserij Kok Verhoeven,"4,6"
4045,Bistrobar Berlin,"4,4"
4046,Rotonde,"4,8"
4047,Bistro Aragosta,"4,9"
4048,Arles,"4,5"
4049,Bistrot Regent,"4,6"
4050,Restaurant ñ,"4,3"
4051,'t Nieuwe Diekhuus,"4,4"
4052,Bistrôt Chapeau,"4,1"
4053,Huson,"4,1"
4054,De Watermolen,"4,7"
4055,Élevé,"4,6"
4056,Bistro LOF,"4,3"
4057,Waers,"4,8"
4058,Gym & Gin,"4,3"
4059,Kwiezien,"4,7"
4060,Poortman,"4,4"
4061,Gaar,"4,6"
4062,Springbrunnen SKLENAR,"4,9"
4063,November Brasserie,"4,7"
4064,CARUSO Pastabar,"4,7"
4065,falke23,"4,7"
4066,Rebblick,"4,5"
4067,Weinstube zum Engel,"4,8"
4068,Winzerstube - Vinum,"4,2"
4069,Jäger & Lustig,"4,5"
4070,Bistro Margarete,"4,5"
4071,WurzelWerk,"4,9"
4072,Cube by Mika,"4,9"
4073,Wirtshaus zur Sonne,"4,6"
4074,Feilmeiers Landleben,"4,9"
4075,Zum Goldenen Anker,"4,6"
4076,Gasthaus Wolters - Zur Börse,"4,9"
4077,Wirtschaft von Johann Gerner,"4,7"
4078,Alter Esel,"4,9"
4079,Lamm,"4,8"
4080,Michels Stern,"4,6"
4081,Zur Krone,"4,7"
4082,Greifen-Post,"4,3"
4083,Ostiner Stub'n,"4,5"
4084,Gasthaus Weißenbeck,"4,6"
4085,Schwarzkopf,"4,8"
4086,Landgasthof Adler,"4,8"
4087,Schimmel's,"4,6"
4088,Dorf-Chronik,"4,3"
4089,Dorfstuben,"4,8"
4090,Fleur de Sel,"4,8"
4091,Gasthaus Assenmacher,"4,7"
4092,Gasthof Blumenthal,"4,6"
4093,Funky Fisch,"4,5"
4094,Speisemeisterei Burgthalschenke,"4,8"
4095,Schatzhauser,"4,7"
4096,Berggasthof Schlüssel,"4,8"
4097,Kaisers Eck,"4,5"
4098,Gasthaus Polster,"4,3"
4099,Lindenhof,"4,7"
4100,Landhaus Lebert,"4,7"
4101,Berggasthaus Niedersachsen,"4,5"
4102,Münstermanns Kontor,"4,8"
4103,Weinrestaurant Turmschänke,"4,5"
4104,Zum Vaas,"4,7"
4105,Nußbaumerin,"4,7"
4106,Weinhaus Anker,"4,7"
4107,Gambero Rosso da Domenico,"4,7"
4108,Margaretenhof,"4,8"
4109,Bistro Fatal,"4,6"
4110,Rössle,"4,7"
4111,DELI,"4,7"
4112,Joseph Naus Stub'n,"4,3"
4113,Brasserie Colette Tim Raue,"4,6"
4114,Fachwerk,"4,3"
4115,Rotes Ross,"4,6"
4116,Landhaus Hadrys,"4,6"
4117,Schwögler,"4,7"
4118,Zum Falken,"4,6"
4119,Moarwirt,"4,1"
4120,Renoir,"4,8"
4121,Landhaus Tanner,"4,7"
4122,Tölzer Schießstätte - Hager,"4,9"
4123,Stocks Restaurant,"4,5"
4124,Weinhaus Zum Ritter,"4,6"
4125,Landgasthof Rebstock,"4,8"
4126,Gasthaus Goldener Stern,"4,9"
4127,Pades Restaurant,"4,7"
4128,Reck's,"4,8"
4129,Lotters Wirtschaft - Tausendgüldenstube,"4,0"
4130,Barra,"4,5"
4131,Königshafen,"4,7"
4132,derWaldfrieden,"4,7"
4133,Gasthof zur Sonne,"4,4"
4134,Landgasthof Backers,"4,7"
4135,Cervus,"4,7"
4136,Gasthaus Hofmann,"4,6"
4137,Vetter.,"4,7"
4138,SonneStuben,"4,5"
4139,Rührberger Hof,"4,5"
4140,Fürstenfelder,"4,4"
4141,Zöllner's Weinstube,"4,6"
4142,Landgasthaus Hirsch,"4,4"
4143,Erbgericht Tautewalde,"4,7"
4144,Zur Krone,"4,6"
4145,Eiflers Zeiten,"4,5"
4146,das asam,"4,7"
4147,Staudenwirt,"4,6"
4148,Gasthaus Egertal,"4,6"
4149,Kleines Meer,"4,7"
4150,Salt & Silver Levante,"4,5"
4151,Geberts Weinstuben,"4,7"
4152,Landgasthof Schwanen,"4,4"
4153,Landgasthof zum Müller,"4,7"
4154,Hirsch,"4,7"
4155,Zur Linde,"4,7"
4156,Landhaus Zum Rössle,"4,4"
4157,Wirtshaus Mättle,"4,5"
4158,Gasthaus Schwanen,"4,7"
4159,Adler,"4,7"
4160,Lohmayr Stub'n,"4,9"
4161,Krietsch,"4,3"
4162,Die Krone,"4,7"
4163,Goldener Adler,"4,6"
4164,Gutsküche,"4,5"
4165,Kugelmühle,"4,6"
4166,Bauernstuben,"4,5"
4167,Ramster,"4,7"
4168,Der Engel,"4,7"
4169,Weingut,"4,8"
4170,Weinstube,"4,8"
4171,Landhotel zum Hirsch,"4,6"
4172,Löwen Genuss Wirtschaft,"4,3"
4173,Beesten,"4,7"
4174,Gasthof Alpenrose,"4,6"
4175,Sülbecker Krug,"4,5"
4176,Elefanten,"4,5"
4177,Zur Glocke,"4,6"
4178,Zum Kreuz,"4,6"
4179,Gaststube Zum Klosterbräu,"4,9"
4180,Lamm,"4,7"
4181,Sternenschanz,"4,7"
4182,Das Jagdhaus,"4,4"
4183,Gasthaus Scherz,"4,5"
4184,Zur Sonne,"4,7"
4185,mundart Restaurant,"4,8"
4186,Landhaus Hohenlohe,"4,6"
4187,Gasthof zum Kranz,"4,9"
4188,Hirsch Genusshandwerk,"4,8"
4189,Knippschild,"4,8"
4190,Klösterle Hof,"4,7"
4191,Bärenkrug,"4,5"
4192,Zum Lamm,"4,7"
4193,Freihardt,"4,7"
4194,Landhotel Krone,"4,6"
4195,Gasthof Berghof - Ursprung,"4,7"
4196,Schloss Niederweis,"4,8"
4197,Gehrlein's Hardtwald,"4,6"
4198,Brasserie Colette Tim Raue,"4,5"
4199,Schuberts Wein & Wirtschaft,"4,7"
4200,Zur Mühle,"4,8"
4201,Vier Jahreszeiten Restaurant Imhof,"4,6"
4202,Anetseder,"4,8"
4203,Die Alte Brauerei,"4,5"
4204,Sticky Fingers,"4,5"
4205,Auers Schlosswirtschaft,"4,6"
4206,Schwanen,"4,7"
4207,Sennhütte,"4,6"
4208,Café Rapp,"4,6"
4209,Graf Everstein,"4,5"
4210,Feine Speiseschenke,"4,7"
4211,Das Fetzwerk,"4,6"
4212,RÖHMS DELI,"4,6"
4213,Michaelis,"4,7"
4214,Capricorn [ i ] Aries Brasserie,"4,5"
4215,Landgasthof Hirschen,"4,6"
4216,Die Windmühle,"4,7"
4217,Landgasthof Löwen,"4,8"
4218,HYGGE Brasserie & Bar,"4,7"
4219,Westphalenhof,"4,8"
4220,Poppenborg's Stübchen,"4,1"
4221,Zur Krone,"4,7"
4222,Freihaus Brenner,"4,5"
4223,Kucher's Weinwirtschaft,"4,7"
4224,Zum Dückerstieg,"4,7"
4225,Gasthaus Sternen Post,"4,6"
4226,Stumpenhof,"4,7"
4227,MEIER,"4,7"
4228,Die Halde,"4,7"
4229,Zur Linde,"4,6"
4230,Landgasthof Zur Post,"4,6"
4231,Brasserie Colette Tim Raue,"4,5"
4232,LAMM,"4,7"
4233,Gasthof Brink,"4,8"
4234,Diergardts Kühler Grund,"4,7"
4235,GERHARDS GENUSSGESELLSCHAFT,"4,7"
4236,HENNE.Weinbar,"4,6"
4237,Zur Flottbeker Schmiede,"4,7"
4238,Seehof,"4,7"
4239,philipps,"4,8"
4240,Zum Rebstock,"4,5"
4241,Gutshof Andres,"4,5"
4242,Gasthaus Widmann's Löwen,"4,7"
4243,Scheidels Restaurant zum Kranz,"4,5"
4244,ROSE,"4,6"
4245,Kaltwassers Wohnzimmer,"4,7"
4246,Talblick,"4,8"
4247,Alte Posthalterei,"4,6"
4248,Gasthaus Ödenturm,"4,7"
4249,Melkhus,"4,4"
4250,Im Kittchen,"4,6"
4251,Weißes Roß,"4,5"
4252,Treibgut,"4,6"
4253,Weinstube Brand,"4,6"
4254,Heinzler am See,"4,6"
4255,Zipang,"4,6"
4256,Krone,"4,4"
4257,Mühlenhelle - Bistro,"4,7"
4258,Almer Schlossmühle,"4,6"
4259,Freisinger Hof,"4,8"
4260,Little John's,"4,6"
4261,ElbUferei,"4,3"
4262,Schneider,"4,7"
4263,Lucky Leek,"4,5"
4264,Sommerau,"4,7"
4265,Seehaus,"4,7"
4266,Weedenhof,"4,7"
4267,Landgasthaus Gidibauer-Hof,"4,8"
4268,Nil,"4,7"
4269,Bergfriedel,"4,7"
4270,Behl's Restaurant,"4,7"
4271,WEINreich,"4,7"
4272,Long March Canteen,"4,2"
4273,Schwarzberghof,"4,4"
4274,esskunst,"4,9"
4275,Weinhaus Stern,"4,6"
4276,Weisses Rössl,"4,8"
4277,Schorse im Leineschloss,"4,6"
4278,Froschgrundsee,"4,6"
4279,Altdeutsches Restaurant,"4,6"
4280,Kuro Mori,"4,8"
4281,Gasthaus Stromberg,"4,6"
4282,Café GUPI,"4,8"
4283,EssBar,"4,7"
4284,Rait'ner Wirt,"4,7"
4285,Zum Storchen,"4,6"
4286,Gärtnerei,"4,4"
4287,Oechsle,"4,8"
4288,Felsenbirne,"4,8"
4289,Emilia,"4,8"
4290,Evernight,"4,5"
4291,Queen of Cups,"4,7"
4292,The Chequers,"4,4"
4293,Root Wells,"4,8"
4294,Yr Hen Printworks,"4,7"
4295,The Galley,"4,7"
4296,The Spärrows,"4,9"
4297,Kushi-Ya,"4,7"
4298,El Gato Negro,"4,6"
4299,Pulpo Negro,"4,7"
4300,Ibérico World Tapas,"4,7"
4301,Hare & Hounds,"4,5"
4302,COR,"4,8"
4303,Waterman,"4,5"
4304,The Pelican,"4,3"
4305,Plaza Khao Gaeng,"4,7"
4306,Gunpowder Spitalfields,"4,4"
4307,Cin Cin,"4,8"
4308,Bryn Williams at Porth Eirias,"4,2"
4309,Cornish Arms,"4,6"
4310,Broad Chare,"4,6"
4311,Kilberry Inn,"4,8"
4312,Galvin Green Man,"4,5"
4313,Charlton Arms,"4,6"
4314,Haveli,"4,4"
4315,Beckford Bottle Shop,"4,6"
4316,Blaise Inn,"4,5"
4317,Provender,"4,7"
4318,Gunton Arms,"4,7"
4319,Sardine Factory,"4,6"
4320,Brasserie Zédel,"4,5"
4321,The Inn at Welland,"4,6"
4322,St. JOHN Bread and Wine,"4,5"
4323,The Anchor,"4,4"
4324,Fox & Hounds,"4,5"
4325,Root,"4,8"
4326,Three Oaks,"4,6"
4327,Mark Jordan at the Beach,"4,7"
4328,Skosh,"4,8"
4329,The Square at Porthleven,"4,7"
4330,Bao,"4,6"
4331,Dastaan,"4,7"
4332,Hope & Anchor,"4,4"
4333,BOX-E,"4,8"
4334,Andria,"4,8"
4335,Marmo,"4,6"
4336,Sculthorpe Mill,"4,4"
4337,manteca,"4,4"
4338,Duncombe Arms,"4,5"
4339,Kricket,"4,5"
4340,Sha-Roe Bistro,"4,8"
4341,Aldridge Lodge,"4,9"
4342,Pichet,"4,6"
4343,Prashad,"4,6"
4344,Imad's Syrian Kitchen,"4,6"
4345,pahli hill,"4,4"
4346,Brutto,"4,5"
4347,Legare,"4,8"
4348,Saint Francis Provisions,"4,8"
4349,EDŌ,"4,6"
4350,Goldie,"4,8"
4351,Richmond,"4,8"
4352,Noto,"4,5"
4353,Uno Mas,"4,8"
4354,Ox and Finch,"4,7"
4355,Volpe Nera,"4,8"
4356,The Scran & Scallie,"4,5"
4357,Kai,"4,7"
4358,Kateh,"4,2"
4359,Thyme,"4,8"
4360,Wine & Brine,"4,6"
4361,Courthouse,"4,7"
4362,Palomar,"4,5"
4363,Sargasso,"4,6"
4364,Trullo,"4,5"
4365,Primeur,"4,5"
4366,Farang,"4,6"
4367,Plaquemine Lock,"4,4"
4368,Everett's,"4,8"
4369,Chart House,"4,8"
4370,Cush,"4,5"
4371,The Bonnie Badger,"4,5"
4372,Hereford Road,"4,4"
4373,Table Forty One,"4,7"
4374,Spitalfields,"4,7"
4375,Stag & Hounds,"4,5"
4376,Upstairs (at Trinity),"4,6"
4377,Provender,"4,6"
4378,Kiln,"4,4"
4379,Popolo,"4,4"
4380,Deanes at Queens,"4,4"
4381,Burnt Orange,"4,8"
4382,Hitchen's Barn,"4,9"
4383,Ka Pao,"4,7"
4384,Padella,"4,5"
4385,Smokestak,"4,5"
4386,Westerns Laundry,"4,3"
4387,The Barbary,"4,6"
4388,Celentano's,"4,2"
4389,The Green,"4,7"
4390,De Garage,"4,5"
4391,Pluriel,"4,8"
4392,Cuisine & Nous,"4,6"
4393,Vilain,"4,8"
4394,iOda,"4,8"
4395,Monsieur V,"4,7"
4396,La Marelle Café,"4,3"
4397,Boris & Maurice,"4,9"
4398,Antonio Morreale,"4,5"
4399,Glou Glou,"4,7"
4400,Le Grand Pré,"4,5"
4401,Moonstone,"4,6"
4402,Bottega Vannini,"4,5"
4403,Locàle by Kok au Vin,"4,5"
4404,Au Dos de la Cuillère,"4,8"
4405,La Table du Boucher,"4,2"
4406,Bar Bask,"4,4"
4407,Tapa Ti,"4,5"
4408,De Maurice à Olivier,"4,3"
4409,CCnomie,"4,8"
4410,JB,"4,6"
4411,l'Amitié,"4,4"
4412,Ciro's,"4,4"
4413,Olijfboom,"4,0"
4414,Plat préféré,"4,6"
4415,Mamy Louise,"3,9"
4416,Bonifas,"4,5"
4417,Tero,"4,3"
4418,Le Clos des Récollets,"4,7"
4419,Gaston Vouzote,"4,5"
4420,Selecto,"4,4"
4421,La Fermette,"4,6"
4422,Brasserie N4,"4,2"
4423,Les Coudes sur la Table,"4,6"
4424,Ko'uzi,"4,6"
4425,Les Fines Gueules,"4,5"
4426,La Fermette des Pins,"4,4"
4427,Le Barathym,"4,5"
4428,Le Baan Thaï,"4,3"
4429,la cantinetta,"4,6"
4430,Schnitzel,"4,6"
4431,La Chapellerie,"4,7"
4432,La Cuisine de Yannick,"4,7"
4433,Ferme des 4 saisons,"4,6"
4434,La Broche,"4,6"
4435,Faraya,"4,3"
4436,Père et Mère,"4,6"
4437,Station 3,"4,4"
4438,Le Mucha,"4,2"
4439,Biestro H-eat,"4,8"
4440,Amu,"4,6"
4441,Terminus,"4,1"
4442,Kok Sur Mer,"4,7"
4443,Le Cabochon,"4,7"
4444,Les Petits Oignons,"4,2"
4445,Bazaar,"4,0"
4446,Maïnoï,"4,5"
4447,Le Coq en Pâte,"4,4"
4448,Trattoria Bazalia,"4,6"
4449,Chez Louis,"4,5"
4450,Nr.12 by Helsen,"4,7"
4451,L'Incontournable,"4,7"
4452,Masu,"4,8"
4453,Den Duyventooren,"4,5"
4454,Nénu,"4,6"
4455,La Branche d'Olivier,"4,5"
4456,Osteria Bolognese,"4,7"
4457,Au Tour du Vin,"4,5"
4458,La Charcuterie,"4,8"
4459,l'Epicurien,"4,6"
4460,Le Faitout,"4,3"
4461,Le Charme de la Semois,"4,5"
4462,Robertissimo,"4,3"
4463,Le Saint Boniface,"4,4"
4464,L'Espièglerie,"4,5"
4465,Cadre Culinaire,"4,6"
4466,Le Tournant,"4,4"
4467,Cul de Poule,"4,7"
4468,Villa Singha,"4,6"
4469,La Taperia,"4,4"
4470,Le Bistrot d'en Face,"4,3"
4471,Durbuy Ô,"4,6"
4472,Au Cœur de Lacuisine,"4,6"
4473,Les Potes en Toque,"4,3"
4474,De Vous à Nous,"4,5"
4475,Au Petit Château,"4,7"
4476,La Brasserie de la Gare,"4,4"
4477,Maza'j,"4,5"
4478,Le Grand Maur,"4,6"
4479,il était une fois toi et moi,"4,6"
4480,Les 4 Saisons,"4,5"
4481,Kamakura,"4,5"
4482,Les Potes au Feu,"4,8"
4483,Strofilia,"4,5"
4484,Arti'Choc,"4,7"
4485,5 Flavors Mmei,"4,2"
4486,Chez Chen Wépion,"4,3"
4487,Le Coin des Saveurs,"4,6"
4488,Bienvenue,"4,7"
4489,Le Saint Michel,"4,7"
4490,Maru,"4,0"
4491,Tou.Gou,"4,7"
4492,Sel et Poivre,"4,7"
4493,L'Ôthentique,"4,7"
4494,L'Embellie,"4,8"
4495,Bizie Lizie,"4,1"
4496,French Kiss,"4,3"
4497,Borse van Amsterdam,"4,1"
4498,De Gebrande Winning,"4,5"
4499,Bistrot L'îlot,"4,5"
4500,Ni Shifu,"4,6"
4501,L'Echappée Belle,"4,7"
4502,dis-moi où ?,"4,7"
4503,l'Apropos,"4,3"
4504,L'Entre D'Eux,"4,7"
4505,Michel,"4,4"
4506,Des Ardennes,"4,6"
4507,Le Moulin,"4,4"
4508,Fico,"4,0"
4509,Appel Thaï,"4,2"
4510,Erasmo,"4,7"
4511,Ose,"4,9"
4512,Kwon,"4,3"
4513,L'Ourse,"4,8"
4514,L'Orangerie,"4,5"
4515,Le Colvert,"4,6"
4516,Osma,"4,8"
4517,Acte 2,"4,7"
4518,Alebrije,"4,8"
4519,Le Bel'Art,"4,7"
4520,La Table de Nernier,"4,8"
4521,La Table de Mee,"4,6"
4522,Rouge,"4,6"
4523,Double Dragon,"4,0"
4524,Hostellerie du Prieuré,"4,7"
4525,Le Café des Arts,"4,6"
4526,Vidal,"4,5"
4527,PY Restaurant,"4,6"
4528,L'Épine,"4,7"
4529,Veronatuti,"4,8"
4530,Racines,"4,6"
4531,Auberge du Pont de la Zorn,"4,5"
4532,Bistrot la Coulemelle,"4,7"
4533,L'Alicanta,"4,6"
4534,Le Saint-Georges,"4,6"
4535,La Chaumière,"4,7"
4536,La Table de Léo,"4,8"
4537,La Belle Étoile,"4,9"
4538,Les Canailles Ménilmontant,"4,7"
4539,L'Alchimie,"4,9"
4540,The Presbytere,"4,7"
4541,Le Temps d'Aime,"4,9"
4542,AHPĒ,"4,9"
4543,Au Clair de la Vigne,"4,8"
4544,L'Oustalet Maïanen,"4,7"
4545,Orizhon,"4,9"
4546,Cucina Mutualité,"4,0"
4547,Une Table à Deux,"4,8"
4548,L'Esprit Bistrot,"4,8"
4549,Auberge Le Nézil,"4,7"
4550,La Ferme de la Haute Crémonville,"4,6"
4551,Le Grand Saint-Benoît,"4,5"
4552,Le Tiroir,"4,8"
4553,Comptoir Breizh Café,"4,4"
4554,Auberge des Deux Magots,"4,7"
4555,Le Central,"4,5"
4556,Le Carré de l'Ange,"4,4"
4557,La Ferme de Cupelin,"4,7"
4558,Au Lion d'Or - Chez Théo,"4,2"
4559,Le Saint Joseph,"4,6"
4560,Au Relais des Ménétriers,"4,7"
4561,Le Kitchen,"4,5"
4562,Sauf Imprévu,"4,6"
4563,Chez Yvonne - S'Burjerstuewel,"4,3"
4564,La Grange des Halles,"4,3"
4565,Le Zeste Gourmand,"4,7"
4566,La Clé des Champs,"4,7"
4567,Saku Restaurant,"4,8"
4568,Bistrot Lucien,"4,3"
4569,L'Amandier,"4,5"
4570,Grain de Sel,"4,6"
4571,Histoire Ancienne,"4,6"
4572,Au Plaisir Ambré,"4,6"
4573,La Table de Michel Dussau,"4,3"
4574,L'Épicurien,"4,6"
4575,Caillebotte,"4,6"
4576,Chez Michel,"4,4"
4577,La Méditerranée,"4,1"
4578,Ô en Couleur,"4,6"
4579,Akashon,"4,4"
4580,Le Bistro des Glycines,"4,7"
4581,La Gazette,"4,5"
4582,Restaurant du Dauphin,"4,6"
4583,Mensae,"4,5"
4584,Ô Saveurs,"4,7"
4585,L'Hibiscus,"4,7"
4586,La Table d'Hôtes,"4,8"
4587,L'Auberge des Montagnes,"4,7"
4588,Restaurant du Musée,"4,6"
4589,Les Arômes,"4,7"
4590,Vigne en Foule,"4,4"
4591,Le Viscos,"4,6"
4592,Maison Joanto,"4,7"
4593,Le 6 à Table,"4,5"
4594,La Chaumière de Pomper,"4,6"
4595,Le Bistro Chapouton,"4,1"
4596,Cook'in,"4,5"
4597,Le Nid,"4,7"
4598,Oma,"4,5"
4599,Coteaux et Fourchettes,"4,6"
4600,Le Rendez-vous des Gourmets,"4,5"
4601,L'Instant...,"4,5"
4602,Les Canailles Pigalle,"4,7"
4603,L'Antre Amis,"4,6"
4604,Impérial Choisy,"3,9"
4605,Le Montcenis,"4,8"
4606,La Guinguette du 1er Mets,"4,7"
4607,Au Colombier,"4,2"
4608,Le Bistronôme,"4,8"
4609,Les Coloquintes,"4,7"
4610,L'Aubépine,"4,7"
4611,L'Espérance - Stéphane Carbone,"4,5"
4612,L'Ô à la Bouche,"4,6"
4613,Auberge La Grange aux Loups,"4,8"
4614,So,"4,6"
4615,Le Denti,"4,8"
4616,Le Grapiot,"4,7"
4617,Aux Trois Pastoureaux,"4,6"
4618,Aux Bons Enfants,"4,3"
4619,Air Accueil,"4,7"
4620,Bistrot du Pollet,"4,4"
4621,Fine Gueule,"4,5"
4622,Bistrot des Anges,"4,5"
4623,Auberge Pyrénées Cévennes,"4,5"
4624,Aux Plumes,"4,7"
4625,Le CasseNoix,"4,7"
4626,Jouvence,"4,6"
4627,Le Tire Bouchon,"4,8"
4628,Julien,"4,7"
4629,Iida-Ya,"4,7"
4630,La Grillade Gourmande,"4,7"
4631,Auberge Le Centre Poitou,"4,6"
4632,DZ'envies,"4,3"
4633,Les Épices Curiens,"4,6"
4634,Minami,"4,7"
4635,Épices et Tout,"4,6"
4636,Le Radis Beurre,"4,6"
4637,Mandoobar,"4,7"
4638,Le Petit Paris,"4,7"
4639,Le Gibolin,"4,5"
4640,La Dariole,"4,4"
4641,Clamato,"4,4"
4642,Richer,"4,3"
4643,Chez John,"4,5"
4644,Au Coin des Halles,"4,7"
4645,Le Bistrot,"4,3"
4646,Le Saint-Eutrope,"4,6"
4647,Auberge des Chenets,"4,7"
4648,Zen,"4,5"
4649,Jeux 2 Goûts,"4,6"
4650,Côté Saisons,"4,7"
4651,Auberge de Combes,"4,7"
4652,Au Bon Accueil,"4,6"
4653,L'Ourdissoir,"4,7"
4654,B2K6,"4,6"
4655,L'Auberge du Laminak,"4,7"
4656,La Part des Anges,"4,6"
4657,Le Boudes La Vigne,"4,6"
4658,La Gabale,"4,5"
4659,Le Pantruche,"4,6"
4660,Bistrotters,"4,6"
4661,Abri Soba,"4,6"
4662,Pho Tai,"4,3"
4663,L'Athome,"4,8"
4664,Hostellerie d'Héloïse,"4,6"
4665,Auberge de la Baraque,"4,7"
4666,La Table Bâgésienne,"4,8"
4667,L'Araignée Gourmande,"4,7"
4668,Au Petit Relais,"4,7"
4669,Les Flots,"4,3"
4670,Bistrot RG,"4,6"
4671,Art'zain,"4,7"
4672,Winstub du Chambard,"4,3"
4673,La Botte d'Asperges,"4,6"
4674,L'Alcôve,"4,7"
4675,Le Pressoir de Bacchus,"4,8"
4676,L'Émotion,"4,6"
4677,L'Évidence,"4,9"
4678,Arkadia,"4,7"
4679,La Merenda,"4,3"
4680,La Table d'Inomoto,"4,8"
4681,Le Relais des Salines,"4,6"
4682,Le Coq d'Or,"4,7"
4683,Bistrot Saveurs,"4,7"
4684,La Vieille Forge,"4,6"
4685,U Licettu,"4,6"
4686,Le Jour du Poisson,"4,7"
4687,Relais de l'Abbaye,"4,5"
4688,Le Bistrot de Berne,"4,4"
4689,Le Flaveur,"4,8"
4690,L'Écureuil,"4,4"
4691,L'Agape,"4,4"
4692,Avenio,"4,7"
4693,L'Angle Saint-Laurent,"4,7"
4694,Les Quatre Saisons,"4,6"
4695,Italie là-bas,"4,6"
4696,La Rapière,"4,8"
4697,Les Maisons Du'O - Le Bistro Panoramique,"4,8"
4698,La Table de Laurent,"4,7"
4699,Cartouches,"4,6"
4700,Le Saint Marc,"4,6"
4701,Le P'tit Goustan,"4,6"
4702,Au Raisin d'Or,"4,6"
4703,Le Beauvoir,"4,3"
4704,Café Brochier,"4,8"
4705,L'Affranchi,"4,4"
4706,L'Atelier L'Art des Mets,"4,6"
4707,Peck & Co,"4,7"
4708,Ahizpak Le Restaurant des Sœurs,"4,4"
4709,L'Aillet,"4,8"
4710,Gribiche,"4,7"
4711,L'Air de Famille,"4,7"
4712,Auberge des Aryelets,"4,8"
4713,Auberge de la Poutre,"4,7"
4714,Auberge du Pont,"4,7"
4715,Le Bac à Traille,"4,4"
4716,L'Auberge,"4,7"
4717,Le Bistro Urbain,"4,5"
4718,Le Cottage,"4,4"
4719,La Closerie des Roses,"4,7"
4720,Ishikawa,"4,8"
4721,Racines,"4,8"
4722,Racine,"4,6"
4723,Le Chardonnay,"4,6"
4724,Bistrot DuPont,"4,7"
4725,Bistrot de Port-Lesney,"4,4"
4726,La Table d'Antoine,"4,6"
4727,Le Médiéval,"4,5"
4728,Gare aux Goûts,"4,9"
4729,Auberge Saint Fiacre,"4,8"
4730,Saveurs de l'Abbaye,"4,3"
4731,Restaurant Dimofski,"4,5"
4732,Côté Sud,"4,8"
4733,Bellavista,"4,8"
4734,Le Bistro d'en Face,"4,7"
4735,Le Manoir de Kerbot,"4,5"
4736,Mets et Vins,"4,6"
4737,Le 1825 - La Table bistronomique,"4,7"
4738,Au Petit Vatel,"4,6"
4739,La Réserve du Presbytère,"4,6"
